D.O., Task, CV Method, D.O. Representation, Task Representation, Available Dataset, Paper URL
"utensils, food", cooking, , , , ,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.851.5758&rep=rep1&type=pdf
